Nmero_punt_crtic;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Nom_Carrer;Nmero;Latitud;Longitud;Motiu;Nombre_visites_setembre_2017;Estat_setembre_2017;Nombre_visites_octubre_2017;Estat_octubre_2017;Nombre_visites_novembre_2017;Estat_novembre_2017;Nombre_visites_desembre_2017;Estat_desembre_2017;Nombre_visites_gener_2018;Estat_gener_2018
1517;8;Nou Barris;54;Torre Bar;Carrer SANT FELIU DE CODINES;1;41.459892;2.179418;Efecte crida;23;12.5;13;11.2;14;21.1;8;22.8;13;19.2
1518;8;Nou Barris;54;Torre Bar;Carrer Escolapi Cancer;1;41.460094;2.181531;Fora afluncia de gent;24;4.8;13;8.7;14;6.8;8;6;13;3.6
1519;8;Nou Barris;55;Ciutat Meridiana;Carrer AGUDES;132;41.461136;2.1727;Punt poc accessible per els serveis de neteja;22;15.1;13;16.8;14;19.8;8;23.1;13;24.9
1520;8;Nou Barris;55;Ciutat Meridiana;Carrer PEDRAFORCA;102;41.462795;2.175742;Fora afluncia de gent;23;12.2;13;11.8;14;11.2;8;10.4;13;15.8
1521;8;Nou Barris;55;Ciutat Meridiana;Carrer Vallcivera;17;41.460415;2.178115;Mal s de contenidors i/o papereres;24;18.8;13;16.4;14;20.7;8;23.4;13;10.9
1522;8;Nou Barris;55;Ciutat Meridiana;Avinguda Rasos de Peguera;1;41.461918;2.179234;Fora afluncia de gent;24;4.9;13;4.9;14;7.6;8;11.3;13;7.1
1523;8;Nou Barris;55;Ciutat Meridiana;Carrer de les Agudes;11;41.462822;2.177212;Alt s de lespai pblic;21;16.5;13;14.1;14;16.2;8;10.7;13;11.2
1524;8;Nou Barris;56;Vallbona;Carrer ORISTA;19;41.463226;2.18438;Mal s de contenidors i/o papereres;23;8;13;6;14;9;8;6.3;13;5.6
1525;8;Nou Barris;56;Vallbona;Plaa Primer de Maig;0;41.466057;2.185921;Fora afluncia de gent;23;3.1;13;4.5;14;4.7;8;2;13;1.9
1526;9;Sant Andreu;57;la Trinitat Vella;Carrer Ausona;48;41.452324;2.192142;Mal s de contenidors i/o papereres;18;7.1;16;9.2;14;6.7;8;6.4;17;7.5
1527;9;Sant Andreu;57;la Trinitat Vella;Carrer Foradada;64;41.452229;2.19181;Mal s de contenidors i/o papereres;18;7.3;16;6.3;14;7.9;8;9.2;17;8.1
1528;9;Sant Andreu;57;la Trinitat Vella;Carrer Mare de Du de lorda;23;41.451023;2.191688;Mal s de contenidors i/o papereres;18;11;16;15.8;14;10.2;8;13;17;16.8
1529;9;Sant Andreu;57;la Trinitat Vella;Carrer Mireia;30;41.451374;2.189446;Mal s de contenidors i/o papereres;18;2.6;16;4.1;14;5;8;3.8;17;4.4
1530;9;Sant Andreu;57;la Trinitat Vella;Carrer Mireia;52;41.452114;2.189511;Mal s de contenidors i/o papereres;18;4.5;16;7.1;14;7.4;8;5.8;17;3.3
1531;9;Sant Andreu;57;la Trinitat Vella;Carrer Pescola;30;41.453354;2.190359;Problemtica social;18;6.2;16;12.3;14;5.9;8;4.7;17;5.4
1532;9;Sant Andreu;57;la Trinitat Vella;Carrer Suol i Gras;5;41.45451;2.190336;Mal s de contenidors i/o papereres;18;5.9;16;6.6;14;6;8;4.2;17;2.6
1533;9;Sant Andreu;57;la Trinitat Vella;Carrer Via Barcino;72;41.452579;2.193895;Punt poc accessible per els serveis de neteja;18;5.6;16;6.4;14;14.2;8;11.4;17;10
1534;9;Sant Andreu;57;la Trinitat Vella;Carrer Via Barcino;25;41.45303;2.193954;Mal s de contenidors i/o papereres;18;5.4;16;7.6;14;7.3;8;8.5;17;6.8
1535;9;Sant Andreu;57;la Trinitat Vella;Carrer Vinya Llarga;18;41.451283;2.191073;Poca afluncia de gent;18;10.8;16;9.8;14;7.2;8;6.5;17;9.4
1536;9;Sant Andreu;57;la Trinitat Vella;Jardins Aiges de Montcada;1;41.455658;2.19001;Propietaris danimals incvics;18;11.1;16;14;14;13;8;9.1;17;9.2
1537;9;Sant Andreu;57;la Trinitat Vella;Plaa Josep Andreu i Abell;1;41.447971;2.190362;Mal s de contenidors i/o papereres;17;1.5;16;2.1;13;2.8;7;1.5;17;3.2
1538;9;Sant Andreu;57;la Trinitat Vella;Plaa Tur de la trinitat;1;41.454609;2.192479;Propietaris danimals incvics;18;5.3;16;5.7;14;6.5;8;3.7;17;5.9
1539;9;Sant Andreu;57;la Trinitat Vella;Ausona;92;41.452999;2.190434;Efecte crida;18;9.3;17;19.1;14;11;8;10.6;17;14.3
1540;9;Sant Andreu;57;la Trinitat Vella;Carrer Galicia;16;41.449234;2.19068;Fora afluncia de gent;17;6.2;16;10;14;7.6;8;11.3;17;8.9
1541;9;Sant Andreu;57;la Trinitat Vella;Carrer Finestrelles;49;41.452354;2.190348;Fora afluncia de gent;18;5;16;6.3;14;6.8;8;4.1;17;6.2
1542;9;Sant Andreu;57;la Trinitat Vella;Carrer Via Barcino;75;41.450104;2.192233;Fora afluncia de gent;18;4.2;16;4.1;14;6.7;8;6.8;17;5.7
1543;9;Sant Andreu;57;la Trinitat Vella;Parc de la Trinitat;0;41.449181;2.195718;Fora afluncia de gent;18;6.8;17;8.6;14;6.9;8;4.5;17;8.2
1544;9;Sant Andreu;59;el Bon Pastor;Carrer Albiol;7;41.438324;2.203875;Propietaris danimals incvics;20;7.2;18;9.5;14;7.9;10;6.5;20;7
1545;9;Sant Andreu;59;el Bon Pastor;Carrer Claramunt;44;41.437004;2.206054;Mal s de la recollida pneumtica;20;3.3;18;4.3;14;2.9;10;5.1;20;6.1
1546;9;Sant Andreu;59;el Bon Pastor;Carrer Foc Follet;52;41.434444;2.204532;Mal s de contenidors i/o papereres;20;4.2;18;4.1;14;5.7;10;5.6;20;6.3
1547;9;Sant Andreu;59;el Bon Pastor;Carrer rrius;1;41.435162;2.206993;Efecte crida;20;5.8;19;7.5;14;6.4;10;10.9;20;16.3
1548;9;Sant Andreu;59;el Bon Pastor;Carrer Sant Adri;188;41.436523;2.207773;Fora afluncia de gent;20;2.3;18;3.3;14;3.1;10;2.7;20;1.4
1549;9;Sant Andreu;59;el Bon Pastor;Carrer Santander;109;41.434761;2.208014;Propietaris danimals incvics;20;8.4;18;6.9;14;5.9;10;4.8;21;7.7
1550;9;Sant Andreu;59;el Bon Pastor;Plaa Robert Gerhard;1;41.434864;2.204879;Fora afluncia de gent;20;4.6;18;4.4;14;7.5;10;4.5;20;7
1551;9;Sant Andreu;59;el Bon Pastor;Plaa Trrega;1;41.437988;2.20571;Fora afluncia de gent;20;4;18;3.4;14;5.8;10;4.1;20;3.2
1552;9;Sant Andreu;59;el Bon Pastor;Carrer Enric Sanchs;24;41.434429;2.205634;Fora afluncia de gent;21;14.8;19;17.3;14;20.3;10;21.7;20;15.3
1553;9;Sant Andreu;59;el Bon Pastor;Carrer Estadella;98;41.435806;2.208793;Fora afluncia de gent;20;9.4;18;12.7;14;13;10;18.5;20;5.3
1554;9;Sant Andreu;59;el Bon Pastor;Carrer Lima;22;41.439594;2.206423;Fora afluncia de gent;20;12.3;18;9.1;14;10.9;10;11;20;10.6
1555;9;Sant Andreu;59;el Bon Pastor;Carrer Llinars del Valls;10;41.435898;2.207065;Fora afluncia de gent;20;2.4;18;7.1;14;8.4;10;4.6;20;4.2
1556;9;Sant Andreu;59;el Bon Pastor;Carrer Sant Adri;137;41.436398;2.206256;Fora afluncia de gent;20;1.4;18;1.5;14;1.3;10;4;20;2.3
1557;9;Sant Andreu;60;Sant Andreu;Avinguda meridiana;550;41.441139;2.186283;Poca afluncia de gent;17;12.1;16;13.5;14;10.5;9;7;17;9
1558;9;Sant Andreu;60;Sant Andreu;Carrer Eiximenis;85;41.441605;2.189254;Mal s de contenidors i/o papereres;17;5.9;15;5.8;14;5;9;1.9;18;5.6
1559;9;Sant Andreu;60;Sant Andreu;Carrer Fernando Pesoa;34;41.441765;2.193096;Mal s de contenidors i/o papereres;17;3.7;16;3.4;13;4.5;8;3.3;17;2.9
1560;9;Sant Andreu;60;Sant Andreu;Carrer Josep Solvila;37;41.431606;2.195359;Propietaris danimals incvics;20;5.1;18;5.7;14;6.1;10;6.1;19;5.9
1561;9;Sant Andreu;60;Sant Andreu;Carrer Lanzarote;30;41.440403;2.190016;Propietaris danimals incvics;No visitat;No visitat;2;14.5;No visitat;No visitat;4;5.1;7;0
1562;9;Sant Andreu;60;Sant Andreu;Carrer Llenguadoc;5;41.431171;2.188984;Mal s de contenidors i/o papereres;19;3.3;20;3.3;15;1.6;12;2.4;19;1.8
1563;9;Sant Andreu;60;Sant Andreu;Carrer Neopatria;82;41.429096;2.189539;Mal s de contenidors i/o papereres;19;4;19;5.2;15;7.9;11;5.4;19;4.1
1564;9;Sant Andreu;60;Sant Andreu;Carrer Neopatria;56;41.430309;2.189026;Mal s de contenidors i/o papereres;20;3.5;19;4.3;15;5.5;11;6.5;19;3.7
1565;9;Sant Andreu;60;Sant Andreu;Carrer Parellada;12;41.432404;2.190969;Mala praxis comercial;21;7.2;18;4.7;15;6.9;10;6.4;21;4.8
1566;9;Sant Andreu;60;Sant Andreu;Carrer Peronella;33;41.431587;2.191527;Poca afluncia de gent;21;3.3;19;4.5;15;4.5;13;4.5;20;5.3
1567;9;Sant Andreu;60;Sant Andreu;Carrer Sant Narcs;44;41.432766;2.192506;Sistema de recollida saturat;20;5.8;18;6.1;14;6.9;10;8.6;20;10
1568;9;Sant Andreu;60;Sant Andreu;Carrer Segre;51;41.432861;2.193121;Mal s de contenidors i/o papereres;20;3.7;19;7;14;3.1;10;3.2;19;5.4
1569;9;Sant Andreu;60;Sant Andreu;Carrer Vall d'Aran;11;41.428288;2.189195;Poca afluncia de gent;20;5.6;19;4.1;15;4.7;11;5;19;4.7
1570;9;Sant Andreu;60;Sant Andreu;Jardins Gat Parc;1;41.439987;2.191806;Propietaris danimals incvics;16;4.1;17;4.6;13;6.6;9;7;17;5.7
1571;9;Sant Andreu;60;Sant Andreu;Carrer Cinca;11;41.436337;2.192404;Fora afluncia de gent;20;3.5;18;3.9;18;4.6;11;4.3;21;4.6
1572;9;Sant Andreu;60;Sant Andreu;Carrer Rovira i Virgili;14;41.428085;2.188977;Fora afluncia de gent;20;6.1;19;5.5;15;5.3;11;5.3;19;3.9
1573;9;Sant Andreu;61;la Sagrera;Avinguda meridiana;288;41.42152;2.187076;Fora afluncia de gent;17;3.7;16;5.6;18;6.3;12;11.1;19;8.7
1574;9;Sant Andreu;61;la Sagrera;Carrer comtessa de pardo bazan;1;41.425289;2.185116;Mal s de contenidors i/o papereres;20;5.4;19;7.2;15;7.4;11;8.2;19;4.6
1575;9;Sant Andreu;61;la Sagrera;Carrer Ferran Turn;12;41.424789;2.192591;Propietaris danimals incvics;20;5;19;3.7;15;5.6;11;5;19;7.5
1576;9;Sant Andreu;61;la Sagrera;Carrer Filipines;17;41.425049;2.187513;Fora afluncia de gent;20;3.6;19;7.5;15;3.4;11;6.5;19;2.6
1577;9;Sant Andreu;61;la Sagrera;Carrer Garcilaso;80;41.423206;2.186023;Propietaris danimals incvics;17;4.3;17;5;18;5.7;12;5.6;19;6.7
1578;9;Sant Andreu;61;la Sagrera;Carrer Mart Molins;30;41.424057;2.189699;Mal s de contenidors i/o papereres;21;3.2;19;3.9;15;4.1;11;3.2;19;2.8
1579;9;Sant Andreu;61;la Sagrera;Carrer Sant antoni pare claret;496;41.420975;2.18736;Mal s de contenidors i/o papereres;17;4.9;16;5.3;18;7.1;12;7;19;5.3
1580;9;Sant Andreu;61;la Sagrera;Jardins Merc Rovira;1;41.420967;2.188406;Propietaris danimals incvics;17;4.9;16;4.5;18;5.6;12;5.9;19;5.7
1581;9;Sant Andreu;61;la Sagrera;Jardins Pepa Colomer;1;41.41925;2.190746;Propietaris danimals incvics;17;8;16;8;18;7.3;12;7.4;19;6.5
1582;9;Sant Andreu;61;la Sagrera;Parc pegaso;1;41.426929;2.190899;Propietaris danimals incvics;20;6;19;8.5;15;6.4;11;6.4;19;6.4
1583;9;Sant Andreu;61;la Sagrera;Plaa General Moragues;1;41.418598;2.190964;Alt s de lespai pblic;17;5.5;16;5.6;18;6.1;12;6.6;19;6.1
1584;9;Sant Andreu;61;la Sagrera;Plaa Jardins Elx;1;41.423389;2.188405;Fora afluncia de gent;17;4.2;16;5.1;18;6.2;13;6.3;19;5.4
1585;9;Sant Andreu;61;la Sagrera;carrer Ferran Turn;18;41.425091;2.191932;Mal s de contenidors i/o papereres;20;3.9;19;4.4;15;4.7;10;3.8;19;3.2
1586;9;Sant Andreu;61;la Sagrera;Carrer Hondures;41;41.420708;2.188772;Fora afluncia de gent;17;7.2;16;5.4;18;4.7;13;7.2;19;8
1587;9;Sant Andreu;61;la Sagrera;Carrer Monlau;6;41.42308;2.190576;Fora afluncia de gent;17;3;16;4.2;18;5.3;12;4.9;19;4.1
1588;9;Sant Andreu;61;la Sagrera;Plaa Assemblea;0;41.424923;2.188167;Fora afluncia de gent;21;4.1;19;7.9;15;4;11;12;19;3.2
1589;9;Sant Andreu;62;el Congrs i els Indians;Carrer Jordi de Sant Jordi;23;41.422119;2.182869;Mal s de contenidors i/o papereres;17;4.3;16;4.5;18;8;12;3.9;19;3.9
1590;9;Sant Andreu;62;el Congrs i els Indians;Carrer riera d'horta;45;41.427742;2.181139;Fora afluncia de gent;20;7.2;19;6;16;7.9;11;3.8;19;6.2
1591;9;Sant Andreu;62;el Congrs i els Indians;Passatge can Berdura;6;41.420937;2.181342;Propietaris danimals incvics;17;3.4;16;3.5;8;3.9;2;0;7;0
1592;9;Sant Andreu;62;el Congrs i els Indians;Plaa Canodrom;1;41.427582;2.184191;Propietaris danimals incvics;18;4.5;19;4;15;4.6;11;5.1;19;4.9
1593;9;Sant Andreu;62;el Congrs i els Indians;Plaa Rom cremat;1;41.422134;2.183305;Alt s de lespai pblic;14;3.1;16;3.5;18;7.6;12;15;19;11.9
1594;9;Sant Andreu;62;el Congrs i els Indians;Carrer Matanzas;27;41.422165;2.181974;Fora afluncia de gent;17;7.3;16;2.9;19;8.7;12;4.5;20;7.2
1595;9;Sant Andreu;62;el Congrs i els Indians;Puerto Principe;27;41.421711;2.180757;0;17;8.2;16;4.8;8;1.9;3;0;7;0
1596;9;Sant Andreu;63;Navas;Carrer Biscaia;426;41.419865;2.183158;Mal s de contenidors i/o papereres;17;4;16;2.3;18;3.2;12;2;19;3.6
1597;9;Sant Andreu;63;Navas;Carrer concepci arenal;29;41.419659;2.184052;Alt s de lespai pblic;17;9.4;16;1.7;18;5;12;5.5;19;4.6
1598;9;Sant Andreu;63;Navas;Carrer espronceda;348;41.418304;2.187497;Propietaris danimals incvics;17;5.1;16;6.1;18;7.5;12;9.6;19;6.8
1599;9;Sant Andreu;63;Navas;Carrer espronceda;325;41.415649;2.190909;Fora afluncia de gent;17;3.8;16;3.1;18;3.4;12;4.7;19;2.5
1600;9;Sant Andreu;63;Navas;Carrer espronceda;341;41.416435;2.189852;Mal s de contenidors i/o papereres;17;4.3;16;4.8;18;5;12;4.7;19;5.8
1601;9;Sant Andreu;63;Navas;Carrer indstria;360;41.417747;2.185347;Mal s de contenidors i/o papereres;17;9.4;16;7.8;18;13.1;12;12.1;19;4.9
1602;9;Sant Andreu;63;Navas;Carrer Juan de Garay;12;41.418076;2.181338;Mal s de contenidors i/o papereres;17;5.3;16;3.9;18;4.6;12;4.5;19;2.7
1603;9;Sant Andreu;63;Navas;Carrer mallorca;675;41.414986;2.190703;Fora afluncia de gent;17;3.4;16;3.8;18;5.6;12;2.7;19;3.3
1604;9;Sant Andreu;63;Navas;Carrer Navas de Tolossa;375;41.418995;2.181922;Mal s de contenidors i/o papereres;17;2.1;16;4.9;18;2.8;13;6.1;19;3.6
1605;9;Sant Andreu;63;Navas;Carrer Passeig Maragall;72;41.418415;2.180576;Propietaris danimals incvics;17;5.6;16;6.4;18;6;12;6.5;19;5.9
1606;9;Sant Andreu;63;Navas;Carrer sant antoni claret;325;41.419552;2.185997;Mal s de contenidors i/o papereres;17;3.6;16;4.1;18;5.6;12;5;19;6.1
1607;9;Sant Andreu;63;Navas;Passatge companyia;11;41.420296;2.183354;Poca afluncia de gent;17;4.7;16;5.3;18;8.1;12;5.4;19;4.8
1608;9;Sant Andreu;63;Navas;Plaa Islndia;1;41.416893;2.188286;Problemtica social;17;3;16;3.2;18;5.2;12;4.1;19;4.9
1609;9;Sant Andreu;63;Navas;Plaa maria soteras;0;41.416054;2.187465;Mal s de contenidors i/o papereres;17;2.5;16;3.4;18;3.1;12;4;19;1.7
1610;9;Sant Andreu;63;Navas;Carrer Navas de Tolosa;401;41.419544;2.181202;Fora afluncia de gent;17;3;15;3.3;18;3.6;12;3.2;19;4.5
1611;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer Trinxant;81;41.415386;2.184472;Mal s de contenidors i/o papereres;14;4.9;16;8.5;16;4.8;11;5;17;6.1
1612;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer Indstria;290;41.414604;2.180978;Fora afluncia de gent;14;1.6;15;1.9;16;1.8;11;4.7;17;1.2
1613;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer Finestrat;23;41.411831;2.180976;Mal s de contenidors i/o papereres;15;4.7;15;7.1;16;8.5;11;7.7;17;5.1
1614;10;Sant Mart;64;el Camp de l'Arpa del Clot;Plaa Can Robacols;1;41.411797;2.183128;Alt s de lespai pblic;15;5.6;15;5.7;16;4.5;11;5.2;17;2.6
1615;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer Dega Bah;2;41.41058;2.182943;Mal s de contenidors i/o papereres;15;3.1;15;3.7;16;3.3;11;5.3;17;5.9
1616;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer Rogent ;41;41.409958;2.183552;Mal s de contenidors i/o papereres;15;3.8;15;5.4;16;4.2;11;7.7;17;1.3
1617;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer Rogent ;1;41.408592;2.186479;Mal s de contenidors i/o papereres;14;4.7;15;3.3;16;5.6;11;7.8;18;4.5
1618;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Indstria;310;41.415165;2.181738;Fora afluncia de gent;14;7.2;14;5.6;16;3.8;11;7.5;17;5
1619;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Indstria;300;41.414806;2.181248;Fora afluncia de gent;No visitat;No visitat;1;4;No visitat;No visitat;7;0;16;5
1620;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Josepa Massanes;9;41.411613;2.183335;Fora afluncia de gent;15;1.9;15;1.2;16;2.8;11;0.9;17;2.8
1621;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Josepa Massanes;3;41.411453;2.183626;Fora afluncia de gent;15;2.6;15;2.2;16;2.1;11;1.9;17;1.7
1622;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Sibelius;1;41.410187;2.186245;Fora afluncia de gent;14;3.9;14;4.8;9;4.3;11;6.9;17;3.6
1623;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer de Trinxant;4;41.412823;2.187772;Fora afluncia de gent;13;4.9;15;4.1;16;3.1;11;6.9;17;2.3
1624;10;Sant Mart;64;el Camp de l'Arpa del Clot;Carrer de Trinxant;6;41.413177;2.187397;Fora afluncia de gent;13;2.5;16;2.9;16;2;11;3.4;17;1.3
1625;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Xifr;1;41.40836;2.184103;Fora afluncia de gent;15;5.4;15;4.9;16;7.4;11;5.1;17;7.6
1626;10;Sant Mart;64;el Camp de l'Arpa del Clot;Jardins de Can Miralletes;1;41.413956;2.179034;Fora afluncia de gent;14;3.1;15;3.4;16;3.6;11;5.7;17;6
1627;10;Sant Mart;64;el Camp de l'Arpa del Clot;carrer Rogent;122;41.411514;2.181704;0;14;2.1;15;2.3;16;2.7;11;7.4;17;1
1628;10;Sant Mart;65;el Clot;Jardins de Joana Tomas;1;41.41301;2.188086;Problemtica social;13;2.1;17;3.9;16;3.2;11;3.2;17;3
1629;10;Sant Mart;65;el Clot;Carrer Gabiel Galn;11;41.411438;2.188976;Mal s de contenidors i/o papereres;13;4.8;16;4.4;16;3.5;11;4.6;17;4.4
1630;10;Sant Mart;65;el Clot;Carrer Rafael Capdevila;1;41.408905;2.188493;Mal s de contenidors i/o papereres;14;7.1;15;4.4;16;4.3;11;4.5;18;5.1
1631;10;Sant Mart;65;el Clot;Carrer Rossend Nobas;14;41.408367;2.189283;Mal s de contenidors i/o papereres;11;1;2;0.5;13;2.1;11;2;18;2.2
1632;10;Sant Mart;65;el Clot;Plaa del mercat del clot;1;41.407707;2.188718;Alt s de lespai pblic;14;2.4;15;2.1;16;2.3;11;3.6;18;1.4
1633;10;Sant Mart;65;el Clot;Carrer clot;42;41.407085;2.187891;Mal s de contenidors i/o papereres;14;5.9;15;11.6;16;7;11;12.4;18;4.1
1634;10;Sant Mart;65;el Clot;Carrer Rambla de Poblenou;185;41.408005;2.192013;Mal s de contenidors i/o papereres;14;5;15;1.5;16;3.1;11;0.9;18;0.3
1635;10;Sant Mart;65;el Clot;Carrer Rambla de Poblenou;193;41.408318;2.191571;Mal s de contenidors i/o papereres;14;1.8;15;0.9;16;4.6;11;2.5;18;3.5
1636;10;Sant Mart;65;el Clot;Parc del Clot;0;41.408005;2.190281;Alt s de lespai pblic;16;5.9;15;6.1;16;6;11;5.7;18;5.7
1637;10;Sant Mart;65;el Clot;carrer Clot;74;41.408226;2.188422;Fora afluncia de gent;15;4;15;7.3;16;3.5;11;3.1;18;4.1
1638;10;Sant Mart;65;el Clot;carrer Sant Joan de Malta;33;41.409325;2.191898;Fora afluncia de gent;14;4.5;15;4.6;6;8;11;1.5;18;3.3
1639;10;Sant Mart;65;el Clot;el clot;36;41.406803;2.187915;0;13;1.1;15;3.1;16;1.6;11;1.3;18;2.6
1640;10;Sant Mart;65;el Clot;Valncia;671;41.412807;2.190058;Mal s de contenidors i/o papereres;1;0;17;4.8;16;3.3;11;2.2;17;7.9
1641;10;Sant Mart;66;el Parc i la Llacuna del Poblenou;Carrer Pujades;25;41.393879;2.190139;Mal s de contenidors i/o papereres;20;5.4;16;5.3;18;4.3;12;6.8;18;5.5
1642;10;Sant Mart;66;el Parc i la Llacuna del Poblenou;Carrer Joan dustria;78;41.393673;2.190718;Mala praxis comercial;20;2.8;18;3;18;5.2;12;8.2;18;5.6
1643;10;Sant Mart;66;el Parc i la Llacuna del Poblenou;Carrer Pamplona;84;41.396542;2.191681;Fora afluncia de gent;20;2.3;18;2.3;18;3.7;12;0;18;1.3
1644;10;Sant Mart;66;el Parc i la Llacuna del Poblenou;carrer Pere IV;29;41.394764;2.190769;Fora afluncia de gent;20;13.3;18;8.1;18;5.2;12;9.5;18;13.8
1645;10;Sant Mart;66;el Parc i la Llacuna del Poblenou;carrer Zamora;70;41.395233;2.190847;Fora afluncia de gent;20;2.4;17;4.2;17;2.5;12;6.1;18;9.1
1646;10;Sant Mart;66;el Parc i la Llacuna del Poblenou;Sardenya;37;41.39143;2.188955;0;19;4.7;17;1;17;3.1;12;2.9;18;6.6
1647;10;Sant Mart;67;la Vila Olmpica del Poblenou;carrer  Salvador Espriu;61;41.390144;2.198792;Fora afluncia de gent;20;4.2;18;4.4;17;5.8;11;6.4;18;5.7
1648;10;Sant Mart;67;la Vila Olmpica del Poblenou;Avinguda Icria;145;41.390991;2.196446;Fora afluncia de gent;20;6.2;18;3.6;18;1;11;5.8;18;2.6
1649;10;Sant Mart;67;la Vila Olmpica del Poblenou;carrer Doctor Trueta;61;41.391716;2.19403;Fora afluncia de gent;20;6.4;18;4.9;18;6.1;11;3.9;18;10
1650;10;Sant Mart;67;la Vila Olmpica del Poblenou;Avinguda Icria;170;41.391514;2.197641;Fora afluncia de gent;21;9.8;18;8.1;18;3.9;11;6.5;18;8
1651;10;Sant Mart;67;la Vila Olmpica del Poblenou;carrer Joan Mir;22;41.390804;2.194458;Fora afluncia de gent;21;3.8;18;2.6;18;4.6;11;4.2;18;5.7
1652;10;Sant Mart;67;la Vila Olmpica del Poblenou;carrer Llull;102;41.396065;2.195517;Fora afluncia de gent;21;1.4;18;0.8;18;3;12;6.1;18;2.8
1653;10;Sant Mart;67;la Vila Olmpica del Poblenou;Arquitecte Sert;29;41.392414;2.19691;Mal s de contenidors i/o papereres;3;3.9;18;4.9;18;5.8;11;1.4;18;2.3
1654;10;Sant Mart;67;la Vila Olmpica del Poblenou;Avinguda Icria;133;41.391064;2.196985;Mal s de contenidors i/o papereres;3;2.7;18;3;18;3.4;11;3;18;3.4
1655;10;Sant Mart;67;la Vila Olmpica del Poblenou;Moscou;26;41.389599;2.194417;Mal s de contenidors i/o papereres;3;4.4;18;2.8;18;2.5;11;2.2;18;4.1
1656;10;Sant Mart;68;el Poblenou;Carrer Doctor trueta;143;41.395805;2.199652;Mal s de contenidors i/o papereres;20;2;18;2.8;18;1.3;11;3.4;18;1.9
1657;10;Sant Mart;68;el Poblenou;Carrer Ciutat granada;17;41.396736;2.200173;Poca afluncia de gent;20;4.5;18;2;18;1.8;11;2.4;18;3.2
1658;10;Sant Mart;68;el Poblenou;Carrer Doctor trueta;221;41.399235;2.204253;Mala praxis comercial;19;9.1;18;4.7;18;8.3;11;16.7;18;9.8
1659;10;Sant Mart;68;el Poblenou;Plaa de Sant Bernat Calb;1;41.399529;2.204919;Alt s de lespai pblic;13;0.2;No visitat;No visitat;No visitat;No visitat;9;1.2;18;9.2
1660;10;Sant Mart;68;el Poblenou;Carrer Rambla de Poblenou;16;41.398376;2.205054;Mal s de contenidors i/o papereres;19;4.8;18;2.8;18;1.2;11;1.3;18;1.8
1661;10;Sant Mart;68;el Poblenou;Carrer Perell;48;41.398602;2.20628;Poca afluncia de gent;19;1.1;18;1.2;18;1.4;11;1.2;18;2.4
1662;10;Sant Mart;68;el Poblenou;Carrer Mari Aguil;138;41.399734;2.205503;Alt s de lespai pblic;19;5.8;18;4;18;3.4;11;3.6;18;5.1
1663;10;Sant Mart;68;el Poblenou;Parc de Poblenou;1;41.397251;2.206889;Alt s de lespai pblic;21;4;18;3;18;2.3;11;3.8;18;4.8
1664;10;Sant Mart;68;el Poblenou;Carrer pujades;194;41.402157;2.201358;Alt s de lespai pblic;12;3;15;4.5;15;5.9;11;3.3;17;5.5
1665;10;Sant Mart;68;el Poblenou;Carrer venero;16;41.401733;2.201548;Propietaris danimals incvics;12;2.1;16;1.3;16;3.4;11;3.3;17;2.9
1666;10;Sant Mart;68;el Poblenou;passatge cant;15;41.402004;2.200379;Propietaris danimals incvics;12;2.4;15;1.2;16;3.3;11;3.2;17;1.1
1667;10;Sant Mart;68;el Poblenou;Carrer Pallars;232;41.402756;2.200168;Alt s de lespai pblic;11;3.9;15;3.8;16;5.1;11;13.7;17;8.5
1668;10;Sant Mart;68;el Poblenou;Rambla del Poblenou;108;41.403015;2.199019;Zona turstica;12;1;15;0.9;15;0.1;11;1.9;18;0.1
1669;10;Sant Mart;68;el Poblenou;carrer Castell;2;41.404621;2.198928;Fora afluncia de gent;12;2;15;3.7;16;2.8;11;8.8;18;3.3
1670;10;Sant Mart;68;el Poblenou;carrer Lope de Vega;8;41.401424;2.207658;Fora afluncia de gent;22;3.7;15;4.1;15;3.4;12;11.3;20;6.3
1671;10;Sant Mart;68;el Poblenou;carrer Taulat;93;41.399002;2.205071;Fora afluncia de gent;19;10.2;18;11;18;12.4;11;10.2;18;14.4
1672;10;Sant Mart;68;el Poblenou;Jardins de Xavier benguerel;1;41.404018;2.199547;Fora afluncia de gent;12;5;16;3.6;16;8.3;11;7;18;7.5
1673;10;Sant Mart;68;el Poblenou;carrer llull;202;41.401348;2.20281;0;18;5.4;18;3.4;18;7;11;8;18;8.1
